Number of interventions	Set number	Force Set	Type of regulation	Min Flux in Wild-type(mmol/gDW hr)	Max Flux in Wild-type (mmol/gDW hr)	Min Flux in Mutant (mmol/gDW hr)	Max Flux in Mutant (mmol/gDW hr)	Achieved flux (mmol/gDW hr)	Objective function (mmol/gDW hr)	Minimum guaranteed for target (mmol/gDW hr)	Maximum guaranteed for target (mmol/gDW hr)	Maximum growth rate (1/hr)
3	62	{ACETOLACTATE-DECARBOXYLASE-RXN, codh, 4.3.1.4-RXN}	{upregulation, upregulation, knockout}	{0, 11.2362, 0}	{4.2599e-13, 11.2362, -2.7889e-12}	{2.7578, 13.0361, 0}	{2.7578, 13.0506, 0.00014102}	{2.7578, 13.047, 0}	2.7578	2.7578	2.7578	0.0053
3	63	{ACETOLACTSYN-RXN, UDPGLCNACEPIM-RXN, PEPDEPHOS-RXN}	{upregulation, knockout, knockout}	{0.01572, 5.2829e-08, 0}	{0.01572, 5.2829e-08, 999.6339}	{2.7594, 0, 0}	{2.7599, 8.8653e-06, 999.9654}	{2.7594, 0, 0}	2.7578	1.7127	2.7594	0.0000
3	64	{ACETOLACTATE-DECARBOXYLASE-RXN, pi_tx, hyt_nadp}	{upregulation, knockout, knockout}	{0, -999.6894, -493.7}	{4.2599e-13, 1000, 506.3}	{2.7578, -999.969, -493.7}	{2.7578, 1000, 506.3}	{2.7578, 0, -1.1546e-14}	2.7578	2.7578	2.7578	0.0053
3	65	{ACETOLACTSYN-RXN, XYLISOM-RXN, EX_WATER}	{upregulation, knockout, knockout}	{0.01572, 3.8654e-12, -1.9709}	{0.01572, 0, 497.8738}	{2.7594, -0.00034047, -1.6116}	{2.7599, 0, 498.3777}	{2.7594, 0, 0}	2.7578	2.7578	2.7578	0.0053
3	66	{ACETOLACTATE-DECARBOXYLASE-RXN, pi_tx, FORMATETHFLIG-RXN}	{upregulation, knockout, knockout}	{0, -999.6894, 0}	{4.2599e-13, 1000, 7.5873}	{2.7578, -999.969, 0}	{2.7578, 1000, 5.7554}	{2.7578, 0, 0}	2.7578	2.7578	2.7578	0.0053
3	67	{ACETOLACTSYN-RXN, IMIDAZOLONEPROPIONASE-RXN, GCVMULTI-RXN}	{upregulation, knockout, knockout}	{0.01572, 0, 0}	{0.01572, -2.7889e-12, 0}	{2.7594, 0, 0}	{2.7599, 0.00014102, 0.011045}	{2.7594, 0, 0}	2.7578	2.7578	2.7578	0.0053
3	68	{butanediol_tx, NAG1P-URIDYLTRANS-RXN, EX_ARG}	{downregulation, knockout, knockout}	{8.8107e-12, 7.4271e-06, 0}	{0, 7.4271e-06, 0}	{-2.7578, 0, 0}	{-2.7578, 3.9025e-05, 0.00032272}	{-2.7578, -1.5916e-12, 0}	2.7578	2.7578	2.7578	0.0000
3	69	{ACETOLACTATE-DECARBOXYLASE-RXN, GLUTAMATE-SYNTHASE-FERREDOXIN-RXN, GLUTAMATE-SYNTHASE-NADH-RXN}	{upregulation, knockout, knockout}	{0, 0, 0}	{4.2599e-13, 0, 0}	{2.7578, 0, 0}	{2.7578, 0.00091415, 0.0020323}	{2.7578, 0, 0}	2.7578	2.7578	2.7578	0.0053
3	70	{carbon_dioxide_tx, UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN, ethanol_tx}	{downregulation, knockout, knockout}	{-3.3116, 3.6871e-06, -4.1845e-11}	{-3.3116, 3.6871e-06, 0}	{-7.2652, 3.6801e-07, -0.0073632}	{-7.2547, 1.9512e-05, 0}	{-7.2579, 3.6871e-07, 0}	2.7578	2.7578	2.7578	0.0053
3	71	{ACETOLACTSYN-RXN, PYRUFERREDUCT-RXN, ACETATE--COA-LIGASE-RXN}	{upregulation, upregulation, knockout}	{0.01572, 0.29467, 0}	{0.01572, 0.29467, 0}	{2.7594, 5.545, 0}	{2.7599, 5.5561, 0.001478}	{2.7594, 5.5451, 0}	2.7578	2.7578	2.7578	0.0053
3	72	{butanediol_tx, FHLMULTI-RXN, GLYC3PDEHYDROGBIOSYN-RXN-(NAD)}	{downregulation, knockout, knockout}	{8.8107e-12, -1000, 0}	{0, 1000, 0}	{-2.7578, -1000, -0.00019097}	{-2.7578, 1000, 0}	{-2.7578, 0, 0}	2.7578	2.7578	2.7578	0.0053
3	73	{ACETOLACTSYN-RXN, RXN-15123, FHLMULTI-RXN}	{upregulation, knockout, knockout}	{0.01572, -999.9969, -1000}	{0.01572, 0.0030651, 1000}	{2.7594, -999.9997, -1000}	{2.7599, 0.00060787, 1000}	{2.7594, 0, 0}	2.7578	2.7578	2.7578	0.0053
3	74	{carbon_dioxide_tx, 6PFRUCTPHOS-RXN, EX_ETOH}	{downregulation, knockout, knockout}	{-3.3116, 0, 0}	{-3.3116, 0, 0}	{-7.2652, 0, 0}	{-7.2547, 0.0015064, 0.0073632}	{-7.2579, 0, 0}	2.7578	2.7578	2.7578	0.0053
3	75	{carbon_dioxide_tx, PEPCARBOXYKIN-RXN, ethanol_tx}	{downregulation, knockout, knockout}	{-3.3116, -999.6862, -4.1845e-11}	{-3.3116, -0.052313, 0}	{-7.2652, -999.97, -0.0073632}	{-7.2547, -0.0037133, 0}	{-7.2547, -8.9975e-07, 0}	2.7554	2.7557	2.7557	0.0053
3	76	{RR-BUTANEDIOL-DEHYDROGENASE-RXN, 2.7.9.3-RXN, ALARACECAT-RXN}	{upregulation, knockout, knockout}	{0, 0, 8.695e-06}	{4.2599e-13, 0, 8.695e-06}	{2.7578, 0, 7.3602e-07}	{2.7578, 0, 0.00022163}	{2.7578, 0, -1.3642e-12}	2.7578	2.7578	2.7578	0.0000
3	77	{RR-BUTANEDIOL-DEHYDROGENASE-RXN, hyt_nadp, HAONITRO-RXN}	{upregulation, knockout, knockout}	{0, -493.7, 0}	{4.2599e-13, 506.3, 0}	{2.7578, -493.7, 0}	{2.7578, 506.3, 0}	{2.7578, -1.1546e-14, 0}	2.7578	2.7578	2.7578	0.0053
